id,university,score, major, degree, decision, status, year, gpafin, grev, grem,gretot, grew, new_gre
3690,"University Of Michigan, Ann Arbor",4.2,CS,Masters,Rejected,A,2018,3.76,154,167,321,4,TRUE
3691,Purdue University West Lafayette,3.7,CS,PhD,Accepted,U,2017,3.8,157,164,321,5,TRUE
3692,University Of Washington,4.5,CS,PhD,Rejected,I,2014,3.84,145,162,307,3,TRUE
3693,University Of California Berkeley (UCB),5,CS,PhD,Rejected,A,2018,3.26,163,164,327,6,TRUE
3694,Berkeley,5,CS,PhD,Rejected,I,2016,3.63,152,170,322,3,TRUE
3695,The University Of Southern California (USC),3.7,CS,PhD,Rejected,A,2018,3.7,158,158,316,4,TRUE
3696,Stanford University,5,CS,PhD,Rejected,I,2015,4,165,162,327,5,TRUE
3697,SUNY Buffalo,2.7,CS,Masters,Accepted,I,2015,3,156,156,312,4,TRUE
3698,UC Berkeley,5,CS,Masters,Rejected,I,2015,3.5,168,155,323,4,TRUE
3699,"University Of Michigan, Ann Arbor (Umich)",4.2,CS,Masters,Accepted,I,2017,9.25,159,170,329,5,TRUE
3700,University Of Chicago,3.4,CS,Masters,Rejected,I,2016,9,157,166,323,4.5,TRUE
3701,Harvard,4,CS,PhD,Rejected,A,2016,3.52,167,164,331,4,TRUE
3702,Cornell,4.5,CS,PhD,Accepted,A,2017,3.93,163,165,328,5,TRUE
3703,Carnegie Mellon University,5,CS,Masters,Rejected,I,2016,3.44,155,159,314,3.5,TRUE
3704,University Of California Berkeley,5,CS,PhD,Rejected,U,2015,3.41,141,151,292,3,TRUE
3705,"University Of Illinois, Urbana-Champaign",4.6,CS,Masters,Rejected,I,2015,3.8,162,168,330,4.5,TRUE
3706,CU Boulder,3.2,CS,Masters,Rejected,A,2018,3.49,157,162,319,4,TRUE
3707,Georgia Tech,4.4,CS,Masters,Rejected,I,2013,3,155,167,322,3,TRUE
3708,ีUniversity Of Wisconsin - Madison,4.1,CS,Masters,Accepted,I,2018,9.65,151,170,321,4.5,TRUE
3709,University Of Wisconsin-Madison,4.1,CS,Masters,Accepted,I,2014,4,168,168,336,4.5,TRUE
3710,UCSD,4,CS,Masters,Accepted,U,2017,3.6,170,154,324,3.5,TRUE
3711,"University Of Michigan, Ann Arbor",4.2,CS,PhD,Accepted,I,2014,3.9,169,155,324,3.5,TRUE
3712,Stanford University,5,CS,Masters,Rejected,I,2017,3.95,165,165,330,4,TRUE
3713,University Of Pennsylvania (UPenn),3.8,CS,PhD,Rejected,I,2016,3.94,151,170,321,3,TRUE
3714,UNC Chapel Hill,3.6,CS,Masters,Accepted,A,2014,4,170,169,339,6,TRUE
3715,UMass Amherst,3.7,CS,Masters,Rejected,I,2015,9.44,156,165,321,3,TRUE
3716,GaTech (Georgia Institute Of Technology),4.4,CS,Masters,Rejected,I,2016,3.5,155,159,314,3.5,TRUE
3717,Massachusetts Institute Of Technology (MIT),5,CS,PhD,Rejected,A,2013,4,169,170,339,4.5,TRUE
3718,"The University Of Colorado, Boulder",3.2,CS,Masters,Rejected,I,2016,3.5,160,170,330,4,TRUE
3719,"University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Rejected,I,2016,3.6,160,170,330,4,TRUE
3720,UC Berkeley,5,CS,Masters,Rejected,I,2018,4,168,159,327,4.5,TRUE
3721,University Of Wisconsin Madison,4.1,CS,Masters,Rejected,I,2015,3.51,151,164,315,3,TRUE
3722,"University Of Texas, Austin",4.3,CS,Masters,Rejected,I,2015,3.8,162,168,330,4.5,TRUE
3723,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Accepted,I,2016,3.67,166,155,321,3,TRUE
3724,NYU,3.4,CS,Masters,Rejected,U,2015,3.83,153,166,319,3,TRUE
3725,University Of Texas At Austin (UT Austin),4.3,CS,PhD,Rejected,A,2017,3.9,159,159,318,4,TRUE
3726,The University Of Massachusetts Amherst (UMass),3.7,CS,PhD,Accepted,U,2018,3.83,158,170,328,3,TRUE
3727,"University Of California, Santa Barbara",3.3,CS,PhD,Accepted,I,2013,3.67,153,169,322,3.5,TRUE
3728,Rice Uniersity,3.7,CS,Masters,Accepted,A,2017,3.84,159,169,328,4,TRUE
3729,JHU (Johns Hopkins University),3.6,CS,PhD,Accepted,I,2018,3.93,166,168,334,5,TRUE
3730,Duke University,3.6,CS,Masters,Accepted,U,2018,3.72,170,153,323,4,TRUE
3731,Stanford University,5,CS,Masters,Rejected,U,2018,3.71,161,169,330,5,TRUE
3732,"University Of Maryland, College Park",4,CS,Masters,Rejected,I,2013,3.8,160,164,324,4,TRUE
3733,"""University Of Washington",4.5,CS,PhD,Rejected,I,2016,3.58,158,170,328,4,TRUE
3734,Cornell University,4.5,CS,PhD,Accepted,I,2016,3.73,167,170,337,4,TRUE
3735,Purdue University,3.7,CS,PhD,Accepted,A,2013,3.94,162,163,325,4,TRUE
3736,Stony Brook University,3.2,CS,Masters,Accepted,I,2015,3.35,160,170,330,4.5,TRUE
3737,Stanford,5,CS,PhD,Rejected,A,2014,3.72,164,170,334,4,TRUE
3738,Michigan Ann Arbor,4.2,CS,PhD,Accepted,I,2014,3.5,142,169,311,3,TRUE
3739,University Of Chicago,3.4,CS,Masters,Rejected,A,2014,3.4,164,157,321,4,TRUE
3740,University Of Utah,3.1,CS,Masters,Accepted,A,2015,3,156,168,324,,TRUE
3741,Rice University,3.7,CS,PhD,Accepted,A,2015,3.31,167,162,329,4.5,TRUE
3742,University Of California - Davis,3.3,CS,Masters,Accepted,A,2014,3.5,134,163,297,3,TRUE
3743,"University Of California, Riverside",2.7,CS,Masters,Accepted,A,2013,3.93,155,157,312,,TRUE
3744,The University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2018,3.61,160,170,330,5.5,TRUE
3745,University Of California Berkeley,5,CS,PhD,Accepted,A,2015,3.8,170,168,338,4,TRUE
3746,Harvard,4,CS,Masters,Rejected,I,2016,3.9,164,170,334,5.5,TRUE
3747,University Of Southern California,3.7,CS,Masters,Accepted,A,2017,3.3,166,158,324,5,TRUE
3748,Stanford,5,CS,PhD,Rejected,I,2018,3.75,162,170,332,4,TRUE
3749,UMass Amherst,3.7,CS,Masters,Accepted,A,2015,3.3,160,162,322,4.5,TRUE
3750,UC Irvine,3.4,CS,Masters,Accepted,I,2017,3.52,157,170,327,5,TRUE
3751,University Of Pennsylvania (UPenn),3.8,CS,Masters,Rejected,I,2016,3.4,165,167,332,4.5,TRUE
3752,University Of Wisconsin - Madison,4.1,CS,Masters,Rejected,I,2018,3.87,161,170,331,4.5,TRUE
3753,Brown Univerisity,3.6,CS,Masters,Accepted,I,2017,3.4,170,160,330,4,TRUE
3754,University Of California Irvine (UCI),3.4,CS,PhD,Accepted,I,2013,3.4,155,168,323,4,TRUE
3755,"""University Of Washington Seattle",4.5,CS,PhD,Rejected,I,2017,3.93,166,168,334,5,TRUE
3756,Georgia Institute Of Technology (GATech),4.4,CS,Masters,Rejected,I,2015,3.65,161,170,331,,TRUE
3757,University Of California San Diego (UCSD),4,CS,PhD,Accepted,A,2017,3.93,162,165,327,5,TRUE
3758,Indiana  University (Bloomington),2.9,CS,PhD,Accepted,I,2017,3.85,158,165,323,4,TRUE
3759,UC Berkeley (UCB),5,CS,Masters,Accepted,A,2018,3.41,163,167,330,4,TRUE
3760,Columbia University,4.1,CS,Masters,Accepted,I,2018,3.88,161,169,330,4,TRUE
3761,Cornell,4.5,CS,PhD,Rejected,A,2018,4,165,170,335,5.5,TRUE
3762,Penn State University,3.4,CS,Masters,Rejected,I,2013,3.44,154,158,312,3.5,TRUE
3763,University Of Delaware At Newark,2.5,CS,PhD,Accepted,I,2015,3.5,159,158,317,4,TRUE
3764,Ohio State University,3.4,CS,Masters,Accepted,I,2015,3.97,150,168,318,4.5,TRUE
3765,Brown University,3.6,CS,Masters,Accepted,A,2014,3.88,163,167,330,5,TRUE
3766,The University Of California - Santa Barbara (UCSB),3.3,CS,Masters,Accepted,A,2016,3.54,156,165,321,4,TRUE
3767,The University Of Illinois At Urbana-Champaign (UIUC),4.6,CS,Masters,Rejected,I,2016,3.5,155,159,314,3.5,TRUE
3768,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2015,3.78,166,153,319,3,TRUE
3769,UC Berkeley,5,CS,Masters,Rejected,A,2016,3.8,163,170,333,4.5,TRUE
3770,Columbia University (Fu Foundation School Of Engineering),4.1,CS,PhD,Rejected,A,2017,3.86,158,168,326,4.5,TRUE
3771,Purdue University,3.7,CS,PhD,Accepted,I,2014,3.8,151,165,316,3,TRUE
3772,University Of Kansas,2.2,CS,Masters,Accepted,A,2014,3.66,167,163,330,5.5,TRUE
3773,University Of Massachusetts Amherst,3.7,CS,Masters,Rejected,I,2014,3.2,151,168,319,3.5,TRUE
3774,Georgia Tech,4.4,CS,PhD,Accepted,I,2015,4,163,168,331,4,TRUE
3775,Carnagie Mellon University (CMU),5,CS,Masters,Rejected,I,2018,3.63,154,168,322,3,TRUE
3776,"""University Of Washington Seattle",4.5,CS,Masters,Rejected,A,2017,3.8,152,167,319,4,TRUE
3777,University Of California San Diego (UCSD),4,CS,Masters,Accepted,I,2014,3.88,152,164,316,2.5,TRUE
3778,University Of Texas At Austin,4.3,CS,Masters,Rejected,I,2014,3.85,158,170,328,4,TRUE
3779,Colorado State University Fort Collins,2.4,CS,Masters,Accepted,U,2015,3.92,159,166,325,4.5,TRUE
3780,The University Of Southern California (USC),3.7,CS,PhD,Accepted,A,2018,3.3,155,148,303,3.5,TRUE
3781,University Of Arizona,3.1,CS,PhD,Accepted,I,2015,3.78,161,162,323,,TRUE
3782,ีUniversity Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,4,150,162,312,3.5,TRUE
3783,Stanford University,5,CS,PhD,Accepted,A,2012,3.87,154,167,321,4,TRUE
3784,University Of Washington,4.5,CS,PhD,Rejected,I,2013,3.5,161,154,315,3.5,TRUE
3785,University Of Wisconsin-Madison,4.1,CS,PhD,Accepted,I,2013,3.7,164,145,309,3,TRUE
3786,Duke University,3.6,CS,PhD,Accepted,I,2015,3.38,158,170,328,4,TRUE
3787,"University Of Illinois, Urbana-Champaign",4.6,CS,PhD,Accepted,A,2014,3.77,157,168,325,4.5,TRUE
3788,North Carolina State University (NCSU),3.1,CS,Masters,Accepted,A,2015,3.33,160,158,318,4,TRUE
3789,(Arizona State University) ASU Tempe,3.1,CS,Masters,Accepted,U,2018,3.31,162,152,314,4,TRUE
3790,Columbia University,4.1,CS,Masters,Rejected,I,2015,3.7,156,164,320,3.5,TRUE
3791,UCLA,4.1,CS,Masters,Rejected,I,2013,3.3,156,166,322,3,TRUE
3792,University Of Maryland - College Park,4,CS,PhD,Rejected,I,2016,3.87,157,161,318,4,TRUE
3793,Michigan State  University,2.9,CS,PhD,Accepted,I,2016,3.63,156,168,324,4,TRUE
3794,University Of California Riverside,2.7,CS,PhD,Rejected,I,2014,4,154,164,318,4,TRUE
3795,Oregon State University,2.5,CS,PhD,Rejected,I,2015,3.11,149,167,316,3,TRUE
3796,University Of Delaware,2.5,CS,PhD,Accepted,I,2013,3.43,163,163,326,4.5,TRUE
3797,Carnegie Mellon (CMU) LTI,5,CS,PhD,Accepted,U,2016,3.68,161,169,330,4,TRUE
3798,The University Of California Irvine (UCI),3.4,CS,Masters,Rejected,I,2018,3.77,154,169,323,3.5,TRUE
3799,Carnegie  Mellon University (CMU),5,CS,PhD,Accepted,I,2016,3.73,152,170,322,4,TRUE
3800,NC State,3.1,CS,PhD,Accepted,A,2018,3.87,155,163,318,5,TRUE
3801,JHU(Johns Hopkins University),3.6,CS,Masters,Accepted,I,2017,8.47,155,165,320,4.5,TRUE
3802,Carnegie Mellon University (CMU),5,CS,PhD,Accepted,I,2017,3.84,152,170,322,3,TRUE
3803,Illinois At Urbana Champaign (UIUC),4.6,CS,Masters,Accepted,U,2018,3.77,160,170,330,3.5,TRUE
3804,"University Of Michigan, Ann Arbor",4.2,CS,Masters,Accepted,A,2015,3.69,167,164,331,5,TRUE
3805,MIT,5,CS,PhD,Accepted,I,2013,4,170,170,340,6,TRUE
3806,The University Of Colorada-Boulder,3.2,CS,PhD,Accepted,U,2016,3,144,161,305,3,TRUE
3807,GaTech (Georgia Institute Of Technology),4.4,CS,Masters,Accepted,I,2017,3.75,158,170,328,4,TRUE
3808,UNC Chapel Hill,3.6,CS,PhD,Accepted,A,2015,3.93,160,165,325,3.5,TRUE
3809,University Of Illinois Urbana Champaign(UIUC),4.6,CS,Masters,Rejected,I,2014,3.3,161,161,322,4,TRUE
3810,Northwestern,3.4,CS,Masters,Accepted,I,2014,3.8,160,150,310,3.5,TRUE
3811,"University Of California, Berkeley (UCB)",5,CS,PhD,Rejected,A,2014,4,164,168,332,4,TRUE
3812,University Of Southern California (USC),3.7,CS,Masters,Accepted,A,2015,3.6,161,168,329,3.5,TRUE
3813,ีUniversity Of Wisconsin,4.1,CS,PhD,Rejected,U,2017,3.6,150,170,320,3,TRUE
3814,The University Of Arizona,3.1,CS,PhD,Rejected,I,2018,4,158,165,323,4,TRUE
3815,UCSD,4,CS,Masters,Rejected,A,2013,3.73,158,170,328,4,TRUE
3816,University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2015,3.77,155,167,322,4,TRUE
3817,Carnegie Mellon University,5,CS,Masters,Rejected,I,2015,3.86,150,170,320,3.5,TRUE
3818,"University Of California, San Diego",4,CS,Masters,Accepted,I,2015,3.63,169,152,321,3,TRUE
3819,University Of Illinois Urbana Champagne (UIUC),4.6,CS,PhD,Rejected,A,2015,3.93,160,165,325,3.5,TRUE
3820,University Of Minnesota Twin Cities,3.5,CS,Masters,Accepted,I,2016,3.77,166,169,335,4,TRUE
3821,University Of Texas At Austin,4.3,CS,Masters,Rejected,I,2014,3.02,160,168,328,4,TRUE
3822,UC Berkeley,5,CS,PhD,Accepted,I,2014,3.91,157,170,327,4,TRUE
3823,"University Of Minnesota, Twin Cities",3.5,CS,PhD,Accepted,I,2014,3.25,152,160,312,2.5,TRUE
3824,"University Of Maryland, College Park",4,CS,PhD,Rejected,I,2015,3.7,166,168,334,5,TRUE
3825,Florida State University,2.3,CS,PhD,Rejected,I,2017,3.15,141,156,297,2.5,TRUE
3826,Virginia Polytechnic And State University (Virginia Tech),3.2,CS,Masters,Rejected,I,2016,3.6,145,159,304,3,TRUE
3827,Georgia  Institute Of Technology (Gatech Georgia Tech),4.4,CS,Masters,Accepted,U,2016,3.72,165,142,307,3,TRUE
3828,Clemson University,2.3,CS,PhD,Rejected,I,2013,3.5,152,158,310,3.5,TRUE
3829,Carnege Mellon University - LTI,5,CS,Masters,Rejected,I,2018,4,168,157,325,4,TRUE
3830,University Of Delaware,2.5,CS,Masters,Accepted,I,2015,3.75,170,147,317,3,TRUE
3831,TAMU (Texas A & M University) College Station,3.1,CS,Masters,Accepted,I,2016,3.91,155,170,325,3.5,TRUE
3832,University Of Washington,4.5,CS,PhD,Rejected,I,2015,2.95,152,163,315,3,TRUE
3833,Columbia University Ffseas,4.1,CS,PhD,Accepted,A,2018,3.74,167,166,333,5.5,TRUE
3834,University Of Arizona,3.1,CS,Masters,Accepted,I,2016,3.2,153,168,321,4,TRUE
3835,University Of Texas At Austin,4.3,CS,Masters,Rejected,A,2018,3.49,157,162,319,4,TRUE
3836,"University Of California, San Diego (UCSD)",4,CS,Masters,Accepted,I,2016,3.82,159,167,326,5,TRUE
3837,U Mass - Amherst,3.7,CS,PhD,Accepted,I,2018,3.86,155,166,321,4.5,TRUE
3838,Harvard (Graduate School Of Arts And Sciences),4,CS,PhD,Rejected,I,2018,3.88,169,159,328,4,TRUE
3839,Cornell Univer,4.5,CS,Masters,Rejected,I,2016,3.66,144,165,309,3.5,TRUE
3840,Stanford,5,CS,PhD,Rejected,A,2013,3.84,160,164,324,5,TRUE
3841,Northeastern Univeristy,3,CS,PhD,Accepted,I,2016,3,152,165,317,4,TRUE
3842,University Of Wisconsin-Madison,4.1,CS,Masters,Rejected,I,2016,3.48,159,167,326,4,TRUE
3843,Washington State University (WSU),2.4,CS,PhD,Accepted,A,2017,3.84,170,165,335,5.5,TRUE
3844,(SUNY) University At Buffalo,2.7,CS,PhD,Accepted,U,2017,3.72,154,161,315,3.5,TRUE
3845,Yale,3.7,CS,Masters,Accepted,U,2016,3.76,154,168,322,3.5,TRUE
3846,The University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2018,3.96,158,170,328,4,TRUE
3847,Columbia (Fu Foundation),4.1,CS,PhD,Accepted,I,2016,3.8,164,170,334,,TRUE
3848,University Of Wisconsin Madison,4.1,CS,PhD,Rejected,I,2014,3.5,149,163,312,3,TRUE
3849,Princeton University,4.4,CS,Masters,Rejected,I,2015,3.8,148,170,318,3,TRUE
3850,Cornell University,4.5,CS,Masters,Rejected,I,2015,8.23,148,170,318,3.5,TRUE
3851,"The University Of California, Santa Cruz (UCSC)",2.8,CS,Masters,Rejected,I,2017,3.8,167,148,315,3.5,TRUE
3852,Duke University,3.6,CS,Masters,Accepted,U,2017,3.9,162,170,332,4,TRUE
3853,Uuniversity Of California - Irvine (UCI),3.4,CS,PhD,Accepted,I,2013,3.12,161,147,308,3,TRUE
3854,UCSD University Of California San Diego,4,CS,PhD,Accepted,A,2016,3.78,159,159,318,4,TRUE
3855,University Of Wisconsin Madison,4.1,CS,PhD,Rejected,I,2014,3.57,154,164,318,3,TRUE
3856,Georgia Institute Of Technology - Georgia Tech - GT,4.4,CS,Masters,Accepted,A,2016,3.6,161,165,326,5,TRUE
3857,UCLA,4.1,CS,Masters,Accepted,I,2013,3.93,163,170,333,4,TRUE
3858,University Of Southern California,3.7,CS,Masters,Accepted,I,2013,3.7,150,162,312,3,TRUE
3859,University Of Massachusetts Amherst (UMass),3.7,CS,PhD,Rejected,I,2013,2.9,150,161,311,3,TRUE
3860,UCSB,3.3,CS,Masters,Rejected,A,2018,3.6,164,169,333,4.5,TRUE
3861,Stanford University,5,CS,Masters,Accepted,A,2018,3.92,168,169,337,5,TRUE
3862,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Accepted,I,2017,3.73,167,167,334,4,TRUE
3863,UC Davis,3.3,CS,PhD,Accepted,A,2013,3.8,170,161,331,5,TRUE
3864,UCLA,4.1,CS,Masters,Accepted,A,2013,4,163,168,331,5,TRUE
3865,Carnegie Mellon University (CMU),5,CS,Masters,Accepted,I,2017,9.25,159,170,329,5,TRUE
3866,Columbia Universiry,4.1,CS,Masters,Rejected,I,2018,3.66,150,170,320,4,TRUE
3867,The University Of Wisconsin - Madison,4.1,CS,Masters,Accepted,I,2016,3.58,149,170,319,3.5,TRUE
3868,Gatech (Georgia Tech),4.4,CS,Masters,Rejected,I,2018,3.37,152,161,313,4,TRUE
3869,"Ùniversity Of California, Irvine",3.4,CS,Masters,Accepted,I,2017,3.48,161,161,322,3.5,TRUE
3870,UC Berkeley,5,CS,PhD,Accepted,I,2013,4,151,164,315,3.5,TRUE
3871,Princeton University,4.4,CS,Masters,Accepted,U,2018,3.72,168,163,331,4.5,TRUE
3872,Carnegie  Mellon University (CMU),5,CS,Masters,Accepted,A,2016,3.91,155,170,325,4.5,TRUE
3873,University Of Wisconsin Madison (PMP),4.1,CS,Masters,Rejected,I,2015,3.6,160,166,326,4,TRUE
3874,The University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2016,3.8,160,170,330,3.5,TRUE
3875,Stanford University,5,CS,PhD,Rejected,U,2018,3.8,161,145,306,4.5,TRUE
3876,Oregon State University,2.5,CS,PhD,Rejected,I,2018,3.51,145,168,313,3,TRUE
3877,UC Berkeley,5,CS,Masters,Rejected,I,2015,3.5,155,168,323,4,TRUE
3878,Washington University St. Louis,3,CS,PhD,Rejected,I,2015,3.8,153,161,314,3.5,TRUE
3879,Purdue University,3.7,CS,PhD,Accepted,U,2014,3.8,162,170,332,4,TRUE
3880,University Of Washington,4.5,CS,PhD,Accepted,I,2014,4,158,169,327,3.5,TRUE
3881,The University Of Southern California (USC),3.7,CS,Masters,Accepted,I,2016,3.8,170,164,334,3,TRUE
3882,Princeton University,4.4,CS,PhD,Accepted,I,2015,3.7,170,170,340,5,TRUE
3883,The University Of Massachusetts Amherst (UMass),3.7,CS,Masters,Rejected,I,2018,8.5,167,160,327,4.5,TRUE
3884,University Of Minnesota (umn),3.5,CS,Masters,Rejected,I,2012,3.31,143,155,298,3.5,TRUE
3885,Vanderbilt University,2.8,CS,PhD,Accepted,I,2017,3.6,155,167,322,5,TRUE
3886,New York University ( NYU ),3.4,CS,PhD,Rejected,A,2017,3.6,160,161,321,5,TRUE
3887,University Of Wisconsin-Madison,4.1,CS,Masters,Rejected,I,2015,3.28,165,166,331,5.5,TRUE
3888,University Of Southern California (USC) - Viterbi School Of Engineering,3.7,CS,PhD,Rejected,A,2018,3.26,163,164,327,6,TRUE
3889,"UCSD (University Of California, San Diego)",4,CS,Masters,Accepted,U,2016,3.99,166,168,334,4.5,TRUE
3890,Princeton University,4.4,CS,PhD,Rejected,U,2018,3.67,155,168,323,3,TRUE
3891,UC Berkeley (UCB),5,CS,Masters,Accepted,I,2018,3.94,161,170,331,4.5,TRUE
3892,Carnegie Mellon University,5,CS,PhD,Rejected,I,2015,4,162,165,327,5,TRUE
3893,"University Of California, Berkeley",5,CS,Masters,Rejected,I,2015,3.7,156,161,317,4,TRUE
3894,UMass Amherst / University Of Massachusetts Amherst,3.7,CS,Masters,Accepted,I,2017,3.52,157,170,327,5,TRUE
3895,The University Of Southern California (USC),3.7,CS,Masters,Rejected,I,2016,7.3,156,162,318,4.5,TRUE
3896,Princeton University,4.4,CS,Masters,Rejected,U,2018,3.6,163,170,333,3.5,TRUE
3897,UC Berkeley,5,CS,Masters,Rejected,I,2016,8,159,165,324,4.5,TRUE
3898,Stanford,5,CS,Masters,Rejected,A,2017,2.93,161,159,320,5,TRUE
3899,UC Berkeley,5,CS,Masters,Rejected,I,2014,3.98,146,161,307,3.5,TRUE
3900,"University Of California, Berkeley",5,CS,PhD,Accepted,U,2014,3.98,157,170,327,4.5,TRUE
3901,UC Berkeley,5,CS,PhD,Rejected,A,2015,3.7,164,166,330,4,TRUE
3902,University Of California Santa Cruz,2.8,CS,PhD,Accepted,A,2014,2.5,163,160,323,5,TRUE
3903,UC Riverside,2.7,CS,PhD,Rejected,I,2015,3.57,145,154,299,3.5,TRUE
3904,Columbia University (Fu Foundation),4.1,CS,Masters,Accepted,I,2016,3.69,153,165,318,3.5,TRUE
3905,Carnegie Mellon  University (CMU),5,CS,Masters,Rejected,A,2017,3.8,170,165,335,4,TRUE
3906,Cornell,4.5,CS,PhD,Rejected,I,2015,2.51,155,167,322,3.5,TRUE
3907,Rutgers State University Of New Jersey (New Brunswick),3.3,CS,Masters,Rejected,I,2016,3.6,149,167,316,3.5,TRUE
3908,UC Berkeley,5,CS,Masters,Rejected,I,2013,3.72,168,166,334,4,TRUE
3909,"University Of California, Los Angeles (UCLA)",4.1,CS,PhD,Accepted,I,2013,3.98,145,169,314,3,TRUE
3910,Columbia University,4.1,CS,Masters,Accepted,I,2015,3.5,157,168,325,4,TRUE
3911,Yale,3.7,CS,Masters,Rejected,I,2016,3.5,156,170,326,3.5,TRUE
3912,University Of Washington,4.5,CS,PhD,Rejected,I,2014,3.96,148,170,318,3,TRUE
3913,Stanford,5,CS,Masters,Rejected,A,2014,3.72,167,167,334,4,TRUE
3914,University Of Illinois Urbana Champaign (UIUC),4.6,CS,Masters,Rejected,U,2015,3.94,154,170,324,4,TRUE
3915,UC Berkeley,5,CS,Masters,Rejected,I,2016,3.6,156,168,324,4,TRUE
3916,Columbia University (Fu Foundation SEAS),4.1,CS,Masters,Accepted,A,2017,3.38,164,168,332,4.5,TRUE
3917,"""University Of Washington (Seattle)",4.5,CS,Masters,Accepted,I,2018,3.72,159,167,326,5,TRUE
3918,Northeastern University,3,CS,Masters,Accepted,I,2015,4,170,158,328,4,TRUE
3919,University Of Michigan Ann Arbor,4.2,CS,Masters,Rejected,I,2014,3.8,154,162,316,3.5,TRUE
3920,Rutgers University,3.3,CS,PhD,Accepted,I,2014,3,152,163,315,3.5,TRUE
3921,UT Austin,4.3,CS,Masters,Rejected,I,2015,3.48,158,168,326,4,TRUE
3922,UC Berkeley,5,CS,Masters,Rejected,I,2015,4,156,170,326,3.5,TRUE
3923,Stanford Univerisity,5,CS,PhD,Rejected,I,2016,3.76,160,168,328,4.5,TRUE
3924,NC State (North Carolina State),3.1,CS,PhD,Accepted,I,2016,3.59,160,168,328,3,TRUE
3925,North Carolina State University(NCSU),3.1,CS,Masters,Accepted,I,2015,3.7,156,168,324,4,TRUE
3926,University Of Michigan,4.2,CS,PhD,Accepted,A,2015,3.22,167,167,334,5,TRUE
3927,Texas A&M; (College Station),3.1,CS,Masters,Accepted,I,2016,3.7,157,168,325,4.5,TRUE
3928,GaTech (Georgia Institute Of Technology),4.4,CS,Masters,Rejected,I,2016,8.31,156,164,320,3.5,TRUE
3929,Carnegie Mellon (CMU) LTI,5,CS,PhD,Rejected,I,2016,8.74,170,170,340,4,TRUE
3930,University Of Florida,3,CS,Masters,Rejected,I,2014,3.5,150,162,312,3.5,TRUE
3931,The University Of California - Santa Barbara (UCSB),3.3,CS,Masters,Accepted,A,2018,3.77,164,161,325,4,TRUE
3932,"The University Of Pennsylvania (Penn, UPenn)",3.8,CS,PhD,Rejected,A,2017,3.9,161,161,322,5,TRUE
3933,UC Irvine,3.4,CS,Masters,Rejected,A,2014,3.89,159,158,317,4,TRUE
3934,Rutgers University,3.3,CS,Masters,Accepted,I,2015,3.9,152,166,318,,TRUE
3935,Vanderbilt,2.8,CS,Masters,Accepted,I,2016,3.88,158,168,326,3,TRUE
3936,Northwestern University,3.4,CS,PhD,Rejected,I,2013,3.85,160,161,321,3,TRUE
3937,"University Of California, Los Angeles (UCLA)",4.1,CS,Masters,Rejected,A,2017,3.67,155,157,312,4,TRUE
3938,Rutgers (State University Of New Jersey) New Brunswick,3.3,CS,Masters,Accepted,I,2016,3.4,147,170,317,3.5,TRUE
3939,Cornell,4.5,CS,PhD,Rejected,A,2018,3.9,163,161,324,4.5,TRUE
3940,Clemson Uniersity,2.3,CS,PhD,Accepted,A,2016,3.8,161,167,328,4,TRUE
3941,Ohio State (OSU),3.4,CS,PhD,Accepted,I,2017,3.87,156,165,321,4,TRUE
3942,Carnegie  Mellon University (CMU),5,CS,PhD,Rejected,I,2016,4,151,170,321,3,TRUE
3943,The University Of Illinois At Urbana-Champaign  UIUC,4.6,CS,Masters,Rejected,I,2016,3,154,167,321,4,TRUE
3944,University Of Pennsylvania,3.8,CS,Masters,Accepted,A,2017,3.9,159,170,329,3.5,TRUE
3945,Stony Brook,3.2,CS,PhD,Rejected,I,2014,3.1,150,170,320,3,TRUE
3946,"""University Of Washington (Seattle)",4.5,CS,PhD,Rejected,A,2018,3.73,164,168,332,5,TRUE
3947,UC Irvine (UCI),3.4,CS,Masters,Accepted,A,2017,2.93,161,159,320,5,TRUE
3948,Carnege Mellon University,5,CS,PhD,Rejected,I,2018,4,162,168,330,5,TRUE
3949,University Of California Santa Cruz,2.8,CS,PhD,Rejected,I,2014,3,142,163,305,3.5,TRUE
3950,"University Of Massachusetts, Amherst",3.7,CS,Masters,Accepted,I,2013,3.8,160,164,324,4,TRUE
3951,"University Of Massachusettes, Amherst (UMass)",3.7,CS,Masters,Rejected,I,2015,3.45,158,168,326,4,TRUE
3952,New York University (NYU GSAS),3.4,CS,PhD,Accepted,A,2018,3.94,159,166,325,5,TRUE
3953,Carnegie Melon University,5,CS,PhD,Rejected,I,2013,3.9,158,170,328,3.5,TRUE
3954,University Of Florida,3,CS,Masters,Accepted,A,2017,3.6,154,160,314,4.5,TRUE
3955,UC Berkeley,5,CS,PhD,Rejected,I,2014,3.91,163,166,329,4,TRUE
